trial,local_us,latency
1039,1747599868899315,282
1040,1747599868899613,282
1041,1747599868899911,282
1042,1747599868900210,282
1043,1747599868900508,283
1044,1747599868900806,408
1045,1747599868901234,608
1046,1747599868901860,407
1047,1747599868902287,294
1048,1747599868902597,282
1049,1747599868902895,282
1050,1747599868903193,526
1051,1747599868903742,409
1052,1747599868904167,285
1053,1747599868904469,282
1054,1747599868904767,283
1055,1747599868905065,289
1056,1747599868905371,283
1057,1747599868905669,282
1058,1747599868905967,282
1059,1747599868906265,635
1060,1747599868906922,337
1061,1747599868907275,286
1062,1747599868907577,282
1063,1747599868907875,513
1064,1747599868908411,407
1065,1747599868908833,417
1066,1747599868909270,297
1067,1747599868909584,282
1068,1747599868909882,283
1069,1747599868910180,282
1070,1747599868910478,282
1071,1747599868910776,282
1072,1747599868911075,290
1073,1747599868911380,410
1074,1747599868911813,296
1075,1747599868912125,286
1076,1747599868912427,282
1077,1747599868912725,282
1078,1747599868913023,290
1079,1747599868913329,282
1080,1747599868913627,282
1081,1747599868913926,283
1082,1747599868914224,282
1083,1747599868914522,282
1084,1747599868914821,282
1085,1747599868915119,290
1086,1747599868915425,715
1087,1747599868916162,301
1088,1747599868916480,285
1089,1747599868916781,282
1090,1747599868917080,290
1091,1747599868917385,282
1092,1747599868917683,606
1093,1747599868918311,330
1094,1747599868918657,286
1095,1747599868918959,289
1096,1747599868919264,282
1097,1747599868919563,282
1098,1747599868919861,282
1099,1747599868920159,282
1100,1747599868920457,282
1101,1747599868920756,283
1102,1747599868921054,289
1103,1747599868921359,282
1104,1747599868921658,282
1105,1747599868921956,283
1106,1747599868922254,282
1107,1747599868922552,282
1108,1747599868922851,282
1109,1747599868923149,290
1110,1747599868923455,410
1111,1747599868923887,307
1112,1747599868924210,290
1113,1747599868924516,282
1114,1747599868924815,282
1115,1747599868925113,289
1116,1747599868925418,282
1117,1747599868925717,283
1118,1747599868926015,711
1119,1747599868926749,337
1120,1747599868927101,297
1121,1747599868927415,282
1122,1747599868927713,283
1123,1747599868928011,282
1124,1747599868928309,282
1125,1747599868928607,282
1126,1747599868928906,282
1127,1747599868929204,288
1128,1747599868929508,282
1129,1747599868929807,283
1130,1747599868930105,282
1131,1747599868930403,415
1132,1747599868930841,296
1133,1747599868931153,293
1134,1747599868931463,283
1135,1747599868931761,282
1136,1747599868932059,282
1137,1747599868932358,283
1138,1747599868932656,282
1139,1747599868932954,290
1140,1747599868933260,282
1141,1747599868933559,282
1142,1747599868933857,513
1143,1747599868934390,600
1144,1747599868935011,335
1145,1747599868935362,286
1146,1747599868935664,282
1147,1747599868935962,283
1148,1747599868936260,382
1149,1747599868936664,438
1150,1747599868937118,297
1151,1747599868937432,282
1152,1747599868937730,282
1153,1747599868938028,282
1154,1747599868938326,282
1155,1747599868938624,282
1156,1747599868938923,290
1157,1747599868939228,282
1158,1747599868939526,282
1159,1747599868939825,406
1160,1747599868940252,581
1161,1747599868940853,422
1162,1747599868941294,408
1163,1747599868941723,416
1164,1747599868942157,409
1165,1747599868942586,293
1166,1747599868942896,282
1167,1747599868943194,291
1168,1747599868943500,391
1169,1747599868943910,314
1170,1747599868944243,297
1171,1747599868944556,282
1172,1747599868944854,531
1173,1747599868945405,411
1174,1747599868945834,409
1175,1747599868946262,416
1176,1747599868946697,409
1177,1747599868947126,424
1178,1747599868947568,380
1179,1747599868947965,409
1180,1747599868948395,410
1181,1747599868948826,294
1182,1747599868949135,289
1183,1747599868949440,282
1184,1747599868949738,282
1185,1747599868950037,283
1186,1747599868950335,282
1187,1747599868950633,282
1188,1747599868950931,290
1189,1747599868951237,282
1190,1747599868951535,282
1191,1747599868951833,282
1192,1747599868952131,282
1193,1747599868952430,410
1194,1747599868952863,303
1195,1747599868953181,294
1196,1747599868953491,282
1197,1747599868953789,282
1198,1747599868954088,283
1199,1747599868954386,640
1200,1747599868955046,347
1201,1747599868955412,291
1202,1747599868955718,282
1203,1747599868956016,282
1204,1747599868956314,282
1205,1747599868956612,282
1206,1747599868956911,283
1207,1747599868957216,282
1208,1747599868957514,282
1209,1747599868957813,282
1210,1747599868958111,282
1211,1747599868958409,282
1212,1747599868958707,282
1213,1747599868959006,289
1214,1747599868959311,282
1215,1747599868959609,282
1216,1747599868959908,283
1217,1747599868960206,282
1218,1747599868960504,282
1219,1747599868960803,283
1220,1747599868961101,289
1221,1747599868961407,282
1222,1747599868961705,282
1223,1747599868962004,283
1224,1747599868962302,282
1225,1747599868962600,282
1226,1747599868962899,283
1227,1747599868963197,289
1228,1747599868963502,282
1229,1747599868963800,282
1230,1747599868964099,283
1231,1747599868964397,282
1232,1747599868964695,192
1233,1747599868964903,188
1234,1747599868965108,420
1235,1747599868965551,204
1236,1747599868965771,184
1237,1747599868965971,184
1238,1747599868966171,184
1239,1747599868966371,442
1240,1747599868966835,214
1241,1747599868967066,196
1242,1747599868967277,184
1243,1747599868967478,191
