trial,sent_us,recv_us,latency_us
694,1747595167328082,1747595167363803,35721
695,1747595167428089,1747595167431600,3511
696,1747595167528082,1747595167556164,28082
697,1747595167628092,1747595167631270,3178
698,1747595167728088,1747595167736911,8823
699,1747595167828085,1747595167838745,10660
700,1747595167928082,1747595167938932,10850
701,1747595168028086,1747595168039804,11718
702,1747595168128081,1747595168137822,9741
703,1747595168228095,1747595168234363,6268
704,1747595168328082,1747595168334860,6778
705,1747595168428087,1747595168436880,8793
706,1747595168528079,1747595168533805,5726
707,1747595168628087,1747595168674811,46724
708,1747595168728079,1747595168874830,146751
709,1747595168828090,1747595168875085,46995
710,1747595168928086,1747595168960947,32861
711,1747595169028087,1747595169059083,30996
712,1747595169128088,1747595169151877,23789
713,1747595169228093,1747595169653546,425453
714,1747595169328084,1747595169653885,325801
715,1747595169428081,1747595169654045,225964
716,1747595169528083,1747595169654130,126047
717,1747595169628205,1747595169654220,26015
718,1747595169728084,1747595169753764,25680
719,1747595169828082,1747595169959532,131450
720,1747595169928083,1747595169960398,32315
721,1747595170028086,1747595170149283,121197
722,1747595170128085,1747595170149559,21474
723,1747595170228086,1747595170240098,12012
724,1747595170328087,1747595170336470,8383
725,1747595170428086,1747595170433757,5671
726,1747595170528086,1747595170548959,20873
727,1747595170628092,1747595170631835,3743
728,1747595170728089,1747595170740815,12726
729,1747595170828082,1747595170834822,6740
730,1747595170928086,1747595170954969,26883
