trial,sent_us,recv_us,latency_us
536,1747601214797695,1747601214804662,6967
537,1747601214897695,1747601214905091,7396
538,1747601214997695,1747601215004789,7094
539,1747601215097695,1747601215104560,6865
540,1747601215197695,1747601215206481,8786
541,1747601215297695,1747601215304999,7304
542,1747601215397695,1747601215405661,7966
543,1747601215497695,1747601215504916,7221
544,1747601215597695,1747601215604907,7212
545,1747601215697695,1747601215705716,8021
546,1747601215797695,1747601215805100,7405
547,1747601215897695,1747601215904886,7191
548,1747601215997695,1747601216004691,6996
549,1747601216097695,1747601216105494,7799
550,1747601216197695,1747601216204386,6691
551,1747601216297695,1747601216305312,7617
552,1747601216397695,1747601216404495,6800
553,1747601216497695,1747601216504687,6992
554,1747601216597695,1747601216604626,6931
555,1747601216697695,1747601216705044,7349
556,1747601216797695,1747601216804867,7172
557,1747601216897695,1747601216905398,7703
558,1747601216997695,1747601217005076,7381
559,1747601217097695,1747601217105428,7733
560,1747601217197695,1747601217203130,5435
561,1747601217297695,1747601217304743,7048
562,1747601217397695,1747601217406004,8309
563,1747601217497695,1747601217504869,7174
564,1747601217597695,1747601217604670,6975
565,1747601217697695,1747601217704774,7079
566,1747601217797695,1747601217805033,7338
567,1747601217897695,1747601217904692,6997
568,1747601217997695,1747601218004561,6866
569,1747601218097695,1747601218104789,7094
570,1747601218197695,1747601218204551,6856
571,1747601218297695,1747601218305116,7421
572,1747601218397695,1747601218405206,7511
573,1747601218497695,1747601218504668,6973
574,1747601218597695,1747601218604616,6921
575,1747601218697695,1747601218704604,6909
576,1747601218797695,1747601218805670,7975
577,1747601218897695,1747601218904994,7299
578,1747601218997695,1747601219004424,6729
579,1747601219097695,1747601219105181,7486
580,1747601219197695,1747601219204905,7210
581,1747601219297695,1747601219304965,7270
582,1747601219397695,1747601219404700,7005
583,1747601219497695,1747601219505337,7642
584,1747601219597695,1747601219605691,7996
585,1747601219697695,1747601219704791,7096
586,1747601219797695,1747601219804705,7010
587,1747601219897695,1747601219903261,5566
588,1747601219997695,1747601220003678,5983
589,1747601220097695,1747601220104635,6940
590,1747601220197695,1747601220203324,5629
591,1747601220297695,1747601220304552,6857
592,1747601220397695,1747601220404612,6917
593,1747601220497695,1747601220503199,5504
594,1747601220597695,1747601220605949,8254
595,1747601220697695,1747601220704795,7100
596,1747601220797695,1747601220804700,7005
597,1747601220897695,1747601220904903,7208
598,1747601220997695,1747601221005575,7880
599,1747601221097695,1747601221105836,8141
600,1747601221197695,1747601221204596,6901
601,1747601221297695,1747601221304634,6939
602,1747601221397695,1747601221405660,7965
603,1747601221497695,1747601221505257,7562
604,1747601221597695,1747601221605324,7629
605,1747601221697695,1747601221704522,6827
606,1747601221797695,1747601221804665,6970
607,1747601221897695,1747601221904658,6963
608,1747601221997695,1747601222005113,7418
609,1747601222097695,1747601222104684,6989
610,1747601222197695,1747601222204592,6897
611,1747601222297695,1747601222304639,6944
612,1747601222397695,1747601222405047,7352
613,1747601222497695,1747601222505695,8000
614,1747601222597695,1747601222604676,6981
615,1747601222697695,1747601222705085,7390
616,1747601222797695,1747601222804585,6890
617,1747601222897695,1747601222905160,7465
618,1747601222997695,1747601223005043,7348
619,1747601223097695,1747601223105333,7638
620,1747601223197695,1747601223203549,5854
621,1747601223297695,1747601223304480,6785
622,1747601223397695,1747601223404652,6957
623,1747601223497695,1747601223504602,6907
624,1747601223597695,1747601223605104,7409
625,1747601223697695,1747601223704964,7269
626,1747601223797695,1747601223804758,7063
627,1747601223897695,1747601223904694,6999
628,1747601223997695,1747601224004675,6980
629,1747601224097695,1747601224104668,6973
630,1747601224197695,1747601224204704,7009
631,1747601224297695,1747601224304800,7105
632,1747601224397695,1747601224404743,7048
633,1747601224497695,1747601224505326,7631
634,1747601224597695,1747601224605904,8209
635,1747601224697695,1747601224704793,7098
636,1747601224797695,1747601224804653,6958
637,1747601224897695,1747601224904836,7141
638,1747601224997695,1747601225005060,7365
639,1747601225097695,1747601225105379,7684
640,1747601225197695,1747601225205215,7520
641,1747601225297695,1747601225304649,6954
642,1747601225397695,1747601225405131,7436
643,1747601225497695,1747601225504764,7069
644,1747601225597695,1747601225604864,7169
645,1747601225697695,1747601225704843,7148
646,1747601225797695,1747601225804741,7046
647,1747601225897695,1747601225903826,6131
648,1747601225997695,1747601226005069,7374
649,1747601226097695,1747601226105007,7312
650,1747601226197695,1747601226204882,7187
651,1747601226297695,1747601226305332,7637
652,1747601226397695,1747601226405202,7507
653,1747601226497695,1747601226504783,7088
654,1747601226597695,1747601226605178,7483
655,1747601226697695,1747601226704848,7153
656,1747601226797695,1747601226804817,7122
657,1747601226897695,1747601226904728,7033
658,1747601226997695,1747601227005232,7537
659,1747601227097695,1747601227104851,7156
660,1747601227197695,1747601227204571,6876
661,1747601227297695,1747601227304859,7164
662,1747601227397695,1747601227405599,7904
663,1747601227497695,1747601227505567,7872
664,1747601227597695,1747601227604771,7076
665,1747601227697695,1747601227705274,7579
666,1747601227797695,1747601227804817,7122
667,1747601227897695,1747601227903292,5597
668,1747601227997695,1747601228004754,7059
669,1747601228097695,1747601228106110,8415
670,1747601228197695,1747601228205409,7714
671,1747601228297695,1747601228304529,6834
672,1747601228397695,1747601228404809,7114
673,1747601228497695,1747601228504588,6893
674,1747601228597695,1747601228604899,7204
675,1747601228697695,1747601228704725,7030
676,1747601228797695,1747601228805179,7484
677,1747601228897695,1747601228904822,7127
678,1747601228997695,1747601229004767,7072
679,1747601229097695,1747601229106092,8397
680,1747601229197695,1747601229203657,5962
681,1747601229297695,1747601229304749,7054
682,1747601229397695,1747601229404880,7185
683,1747601229497695,1747601229504573,6878
684,1747601229597695,1747601229604834,7139
685,1747601229697695,1747601229705008,7313
686,1747601229797695,1747601229804870,7175
687,1747601229897695,1747601229903418,5723
688,1747601229997695,1747601230004650,6955
689,1747601230097695,1747601230104817,7122
690,1747601230197695,1747601230204740,7045
691,1747601230297695,1747601230305262,7567
692,1747601230397695,1747601230406085,8390
693,1747601230497695,1747601230504610,6915
694,1747601230597695,1747601230605151,7456
695,1747601230697695,1747601230706114,8419
696,1747601230797695,1747601230804888,7193
697,1747601230897695,1747601230905066,7371
698,1747601230997695,1747601231005152,7457
699,1747601231097695,1747601231104742,7047
700,1747601231197695,1747601231204603,6908
701,1747601231297695,1747601231304636,6941
702,1747601231397695,1747601231405310,7615
703,1747601231497695,1747601231505026,7331
704,1747601231597695,1747601231604735,7040
705,1747601231697695,1747601231704707,7012
706,1747601231797695,1747601231803736,6041
707,1747601231897695,1747601231905228,7533
708,1747601231997695,1747601232005435,7740
709,1747601232097695,1747601232104959,7264
710,1747601232197695,1747601232204879,7184
711,1747601232297695,1747601232304683,6988
712,1747601232397695,1747601232404461,6766
713,1747601232497695,1747601232504761,7066
714,1747601232597695,1747601232605157,7462
715,1747601232697695,1747601232705120,7425
716,1747601232797695,1747601232804651,6956
717,1747601232897695,1747601232904733,7038
718,1747601232997695,1747601233005482,7787
719,1747601233097695,1747601233104690,6995
720,1747601233197695,1747601233204817,7122
721,1747601233297695,1747601233304592,6897
722,1747601233397695,1747601233404916,7221
723,1747601233497695,1747601233504961,7266
724,1747601233597695,1747601233604747,7052
725,1747601233697695,1747601233704619,6924
726,1747601233797695,1747601233804695,7000
727,1747601233897695,1747601233905201,7506
728,1747601233997695,1747601234004498,6803
729,1747601234097695,1747601234105435,7740
730,1747601234197695,1747601234205603,7908
731,1747601234297695,1747601234304634,6939
